0;0;0;0;land;false;unknown;0
1;105;246;175;land;false;mountain;1
2;232;226;244;land;false;forest;1
3;209;115;198;land;true;desert;1
4;200;200;139;land;true;mountain;1
5;218;233;220;land;false;forest;1
6;242;207;215;land;false;plains;1
7;248;81;238;land;false;forest;1
8;101;249;192;land;false;forest;1
9;236;127;250;land;false;forest;1
10;168;182;198;land;false;plains;1
11;116;224;247;land;true;plains;1
12;206;197;109;land;false;mountain;1
13;233;127;192;land;false;forest;1
14;124;159;225;land;false;desert;1
15;134;181;201;land;false;desert;1
16;247;63;251;land;false;plains;1
17;147;231;164;land;false;mountain;1
18;241;210;58;land;true;forest;1
19;228;88;185;land;false;plains;1
20;225;222;97;land;false;mountain;1
21;252;239;231;land;false;mountain;1
22;184;226;174;land;false;marsh;1
23;192;157;166;land;true;plains;1
24;204;213;161;land;true;marsh;1
25;241;33;247;land;true;forest;1
26;215;230;182;land;false;desert;1
27;139;153;248;land;false;forest;1
28;173;131;221;land;false;urban;1
29;236;225;151;land;false;desert;1
30;137;146;244;land;false;mountain;1
31;235;119;182;land;true;plains;1
32;154;183;187;land;true;plains;1
33;254;165;176;land;false;urban;1
34;223;94;191;land;false;plains;1
35;79;223;210;land;false;plains;1
36;199;129;195;land;true;forest;1
37;132;203;192;land;true;plains;1
38;216;155;249;land;true;desert;1
39;227;252;205;land;false;mountain;1
40;252;104;217;land;false;desert;1
41;211;177;179;land;false;plains;1
42;114;225;215;land;false;urban;1
43;228;221;171;land;false;hills;1
44;226;110;167;land;false;desert;1
45;158;246;100;land;true;plains;1
46;160;236;144;land;false;urban;1
47;85;230;203;land;true;plains;1
48;252;139;181;land;false;mountain;1
49;152;232;236;land;false;mountain;1
50;226;174;199;land;false;mountain;1
51;181;168;157;land;false;forest;1
52;132;199;176;land;false;marsh;1
53;220;135;173;land;false;hills;1
54;142;167;254;land;false;hills;1
55;162;245;147;land;false;desert;1
56;34;247;230;land;false;mountain;1
57;221;234;57;land;false;mountain;1
58;207;243;87;land;false;plains;1
59;245;133;216;land;false;mountain;1
60;160;228;214;land;false;desert;1
61;244;248;165;land;true;plains;1
62;130;204;254;land;false;urban;1
63;246;141;239;land;false;mountain;1
64;213;168;197;land;false;desert;1
65;149;205;229;land;true;forest;1
66;238;194;96;land;true;desert;1
67;226;184;92;land;false;forest;1
68;251;162;217;land;false;desert;1
69;237;172;200;land;false;plains;1
70;135;207;238;land;true;desert;1
71;221;66;234;land;true;desert;1
72;160;155;189;land;false;desert;1
73;204;209;154;land;true;forest;1
74;232;85;252;land;false;hills;1
75;251;171;102;land;false;desert;1
76;196;177;238;land;false;mountain;1
77;170;124;254;land;false;mountain;1
78;220;102;209;land;false;mountain;1
79;215;241;135;land;true;marsh;1
80;191;172;155;land;false;mountain;1
81;236;246;251;land;false;desert;1
82;253;109;237;land;false;desert;1
83;156;185;216;land;false;desert;1
84;252;210;154;land;false;urban;1
85;135;224;156;land;true;forest;1
86;211;201;251;land;false;plains;1
87;63;233;249;land;false;mountain;1
88;210;133;211;land;false;plains;1
89;202;157;174;land;true;plains;1
90;109;167;234;land;false;desert;1
91;117;212;218;land;true;plains;1
92;132;221;149;land;true;marsh;1
93;224;164;128;land;false;desert;1
94;196;122;215;land;false;desert;1
95;171;244;243;land;false;plains;1
96;224;199;121;land;false;desert;1
97;212;211;217;land;false;forest;1
98;158;144;253;land;true;desert;1
99;222;107;238;land;true;forest;1
100;207;129;184;land;false;forest;1
101;249;157;151;land;false;forest;1
102;107;225;236;land;false;forest;1
103;199;179;154;land;false;plains;1
104;235;174;112;land;false;forest;1
105;136;202;185;land;true;plains;1
106;246;92;182;land;false;desert;1
107;129;251;238;land;false;forest;1
108;193;208;166;land;false;desert;1
109;151;215;152;land;false;plains;1
110;191;145;202;land;false;mountain;1
111;250;198;74;land;false;plains;1
112;226;195;94;land;false;desert;1
113;185;131;204;land;false;desert;1
114;194;134;175;land;false;plains;1
115;243;150;223;land;true;forest;1
116;112;240;227;land;false;forest;1
117;160;231;250;land;false;forest;1
118;215;225;192;land;false;forest;1
119;234;93;227;land;false;desert;1
120;148;205;242;land;false;forest;1
121;225;251;177;land;false;forest;1
122;143;234;205;land;false;plains;1
123;213;126;195;land;true;desert;1
124;211;177;142;land;false;forest;1
125;245;69;244;land;false;hills;1
126;201;222;224;land;false;desert;1
127;192;127;186;land;true;forest;1
128;243;188;192;land;false;desert;1
129;167;249;111;land;true;forest;1
130;225;81;223;land;true;mountain;1
131;199;207;162;land;false;desert;1
132;225;243;148;land;false;urban;1
133;254;168;229;land;false;forest;1
134;245;12;244;land;false;mountain;1
135;244;45;219;land;false;hills;1
136;130;164;238;land;false;marsh;1
137;234;239;41;land;false;hills;1
138;159;175;219;land;false;desert;1
139;234;253;172;land;false;forest;1
140;128;199;248;land;false;plains;1
141;244;227;227;land;true;forest;1
142;185;215;164;land;true;forest;1
143;196;236;147;land;false;forest;1
144;197;253;92;land;false;forest;1
145;226;245;112;land;true;desert;1
146;138;236;187;land;false;plains;1
147;188;110;225;land;false;forest;1
148;126;203;187;land;false;urban;1
149;151;160;221;land;false;mountain;1
150;189;128;192;land;false;forest;1
151;200;109;200;land;false;forest;1
152;126;164;218;land;true;plains;1
153;228;32;246;land;false;desert;1
154;253;147;204;land;true;forest;1
155;184;118;225;land;true;marsh;1
156;115;188;208;land;false;marsh;1
157;140;144;246;land;false;desert;1
158;249;153;127;land;true;desert;1
159;224;147;239;land;true;forest;1
160;80;220;201;land;false;urban;1
161;171;228;254;land;false;desert;1
162;233;148;184;land;false;forest;1
163;229;133;214;land;false;desert;1
164;196;179;140;land;false;desert;1
165;89;213;203;land;false;mountain;1
166;176;241;122;land;false;desert;1
167;215;241;46;land;false;forest;1
168;186;241;167;land;false;mountain;1
169;243;244;160;land;false;desert;1
170;230;236;160;land;true;forest;1
171;182;244;76;land;true;plains;1
172;242;233;102;land;true;plains;1
173;197;187;160;land;false;desert;1
174;60;199;251;land;true;plains;1
175;244;236;68;land;false;hills;1
176;240;217;47;land;false;forest;1
177;197;249;79;land;true;hills;1
178;206;134;163;land;false;mountain;1
179;241;235;155;land;false;mountain;1
180;247;200;215;land;false;desert;1
181;183;215;225;land;false;forest;1
182;231;67;230;land;false;mountain;1
183;216;236;248;land;false;forest;1
184;120;233;184;land;false;urban;1
185;226;148;250;land;true;plains;1
186;152;231;120;land;false;desert;1
187;238;246;194;land;false;plains;1
188;133;192;216;land;false;desert;1
189;161;162;215;land;false;mountain;1
190;204;234;162;land;false;hills;1
191;113;248;204;land;false;forest;1
192;184;85;234;land;false;plains;1
193;149;222;204;land;false;forest;1
194;40;254;218;land;true;forest;1
195;243;247;67;land;true;desert;1
196;216;196;209;land;false;forest;1
197;216;233;191;land;false;desert;1
198;229;169;203;land;false;hills;1
199;143;204;162;land;false;mountain;1
200;216;49;248;land;false;plains;1
201;219;200;122;land;true;desert;1
202;244;171;228;land;false;forest;1
203;231;253;96;land;false;hills;1
204;247;39;248;land;false;desert;1
205;218;197;170;land;false;forest;1
206;175;226;218;land;false;desert;1
207;238;191;76;land;true;forest;1
208;217;233;65;land;false;plains;1
209;53;210;247;land;false;forest;1
210;126;197;198;land;false;plains;1
211;167;235;121;land;false;forest;1
212;213;131;163;land;true;desert;1
213;9;254;250;land;true;plains;1
214;220;209;200;land;false;forest;1
215;237;200;156;land;false;mountain;1
216;204;217;124;land;false;forest;1
217;197;179;251;land;true;urban;1
218;201;77;250;land;false;forest;1
219;213;100;252;land;false;marsh;1
220;230;50;242;land;true;mountain;1
221;217;212;214;land;false;desert;1
222;175;254;141;land;false;urban;1
223;236;192;167;land;false;mountain;1
224;179;230;217;land;false;urban;1
225;184;226;203;land;false;plains;1
226;246;231;163;land;true;desert;1
227;135;169;229;land;false;plains;1
228;82;222;236;land;false;plains;1
229;151;135;215;land;false;plains;1
230;247;239;33;land;true;desert;1
231;202;178;230;land;false;desert;1
232;194;89;222;land;true;desert;1
233;240;204;202;land;true;plains;1
234;220;248;211;land;false;desert;1
235;245;250;29;land;false;forest;1
236;238;154;237;land;false;mountain;1
237;241;208;89;land;true;forest;1
238;157;245;194;land;false;desert;1
239;149;181;203;land;false;desert;1
240;246;205;167;land;true;plains;1
241;235;239;134;land;false;desert;1
242;220;134;252;land;false;forest;1
243;226;146;238;land;false;forest;1
244;131;235;139;land;false;forest;1
245;249;254;76;land;true;plains;1
246;219;184;151;land;false;marsh;1
247;210;248;74;land;true;mountain;1
248;219;91;210;land;false;desert;1
249;185;228;254;land;false;mountain;1
250;61;227;217;land;false;desert;1
251;135;184;206;land;false;forest;1
252;151;232;174;land;false;plains;1
253;194;210;191;land;false;urban;1
254;231;219;246;land;false;plains;1
255;244;150;195;land;false;hills;1
256;158;218;240;land;false;forest;1
257;226;177;150;land;false;forest;1
258;190;99;219;land;false;hills;1
259;55;240;226;land;false;forest;1
260;154;250;221;land;false;desert;1
261;182;184;191;land;false;forest;1
262;189;249;66;land;false;mountain;1
263;196;245;197;land;false;plains;1
264;206;161;178;land;false;plains;1
265;215;203;221;land;false;hills;1
266;191;141;186;land;false;desert;1
267;248;187;155;land;false;desert;1
268;188;168;238;land;false;forest;1
269;246;157;102;land;false;plains;1
270;107;228;202;land;false;forest;1
271;204;234;129;land;false;desert;1
272;248;225;160;land;false;plains;1
273;237;252;187;land;false;forest;1
274;233;192;169;land;false;marsh;1
275;250;186;223;land;false;desert;1
276;212;246;71;land;false;forest;1
277;251;137;136;land;false;desert;1
278;221;188;151;land;true;hills;1
279;251;202;158;land;false;marsh;1
280;239;232;149;land;true;urban;1
281;105;198;218;land;false;hills;1
282;196;223;176;land;false;plains;1
283;92;232;235;land;false;forest;1
284;241;178;100;land;false;desert;1
285;209;77;220;land;false;forest;1
286;146;146;229;land;false;mountain;1
